92 172 1
301 401 1
36 339 1
70 746 1
63 242 1
28 201 1
279 68 1
250 7 1
14 98 1
299 1018 1
194 54 1
303 815 1
119 237 1
295 218 1
66 258 1
233 202 1
83 623 1
214 334 1
100 344 1
301 56 1
307 89 1
234 141 1
83 576 1
297 133 1
38 153 1
7 382 1
264 813 1
85 507 1
269 367 1
59 468 1
286 143 1
113 595 1
292 11 1
130 1014 1
275 98 1
189 520 1
218 209 1
123 427 1
119 222 1
158 177 1
222 118 1
279 501 1
301 79 1
13 198 1
1 189 1
145 237 1
23 385 1
201 767 1
296 705 1
42 546 1
33 872 1
301 554 1
16 64 1
95 135 1
154 357 1
77 484 1
296 508 1
244 673 1
222 77 1
13 215 1
16 705 1
270 452 1
187 64 1
200 304 1
170 749 1
101 829 1
184 218 1
128 204 1
184 153 1
1 33 1
1 160 1
184 321 1
54 595 1
94 343 1
128 508 1
301 227 1
301 191 1
82 183 1
222 724 1
218 430 1
308 1197 1
303 134 1
133 751 1
69 256 1
254 662 1
276 2 1
63 1067 1
267 410 1
13 56 1
240 879 1
294 271 1
90 1086 1
18 26 1
92 229 1
308 649 1
144 89 1
191 302 1
59 951 1
200 96 1
16 197 1
61 678 1
271 199 1
271 709 1
142 169 1
275 597 1
222 151 1
87 40 1
207 258 1
177 333 1
299 577 1
271 378 1
305 425 1
94 1224 1
130 1017 1
10 175 1
203 321 1
191 286 1
43 323 1
21 558 1
197 96 1
194 66 1
234 206 1
308 402 1
308 640 1
269 522 1
94 265 1
268 62 1
272 12 1
121 291 1
296 20 1
134 286 1
180 462 1
234 612 1
7 163 1
234 1451 1
52 250 1
102 823 1
13 186 1
178 731 1
236 71 1
256 781 1
263 176 1
244 186 1
279 1181 1
43 815 1
151 197 1
109 631 1
297 716 1
249 188 1
144 699 1
301 604 1
64 392 1
222 97 1
268 436 1
293 135 1
213 173 1
13 498 1
59 715 1
5 17 1
125 163 1
174 315 1
114 505 1
213 515 1
128 15 1
239 56 1
291 80 1
250 238 1
201 649 1
60 60 1
119 407 1
287 1 1
216 228 1
216 531 1
203 471 1
92 587 1
13 892 1
213 176 1
286 288 1
11 558 1
295 194 1
250 596 1
137 144 1
257 137 1
111 328 1
91 480 1
215 211 1
189 1060 1
1 20 1
303 404 1
299 305 1
187 210 1
214 568 1
293 770 1
285 191 1
303 252 1
96 156 1
72 1110 1
115 1067 1
7 430 1
116 350 1
73 480 1
269 246 1
263 419 1
70 431 1
221 475 1
72 182 1
25 357 1
290 50 1
189 526 1
299 303 1
264 294 1
200 365 1
187 135 1
184 187 1
13 229 1
298 486 1
235 185 1
62 712 1
54 742 1
63 762 1
11 732 1
92 168 1
8 550 1
307 174 1
303 200 1
72 54 1
117 150 1
224 77 1
193 869 1
130 109 1
182 845 1
254 229 1
64 381 1
45 25 1
193 879 1
276 922 1
276 57 1
234 187 1
293 249 1
264 721 1
10 611 1
197 346 1
276 142 1
308 427 1
221 943 1
131 126 1
109 8 1
198 58 1
230 680 1
192 1061 1
234 448 1
90 900 1
193 941 1
128 603 1
244 265 1
90 289 1
157 25 1
305 71 1
119 382 1
231 181 1
280 508 1
288 132 1
301 33 1
72 699 1
308 55 1
59 742 1
94 744 1
130 642 1
26 1015 1
56 121 1
62 12 1
276 40 1
152 301 1
178 845 1
217 597 1
79 303 1
138 484 1
308 81 1
269 198 1
307 94 1
222 781 1
121 740 1
13 864 1
230 742 1
269 507 1
239 1099 1
245 1028 1
56 546 1
295 961 1
69 240 1
10 7 1
22 376 1
294 931 1
279 399 1
6 98 1
243 1039 1
298 181 1
118 200 1
283 1114 1
171 292 1
70 217 1
10 100 1
245 181 1
107 333 1
276 70 1
189 56 1
226 242 1
62 1016 1
276 417 1
214 478 1
306 235 1
222 26 1
280 631 1
60 430 1
56 71 1
42 274 1
1 202 1
13 809 1
173 289 1
185 23 1
280 540 1
244 381 1
150 293 1
7 497 1
178 317 1
178 742 1
95 1217 1
234 1462 1
97 222 1
117 268 1
130 1246 1
264 655 1
207 13 1
42 588 1
87 367 1
101 304 1
256 127 1
92 794 1
292 661 1
246 665 1
274 845 1
188 692 1
18 86 1
236 632 1
193 407 1
144 709 1
90 1198 1
48 609 1
22 128 1
311 432 1
8 22 1
276 188 1
222 173 1
72 866 1
299 134 1
1 171 1
308 295 1
165 216 1
222 49 1
181 121 1
200 11 1
234 626 1
244 707 1
90 25 1
208 216 1
263 96 1
134 323 1
279 586 1
2 292 1
49 302 1
286 153 1
205 304 1
22 80 1
234 318 1
223 328 1
15 25 1
268 147 1
94 1220 1
274 405 1
7 492 1
16 55 1
164 620 1
290 161 1
92 515 1
239 1070 1
56 449 1
248 234 1
234 10 1
308 187 1
276 64 1
192 948 1
122 509 1
85 588 1
201 272 1
295 739 1
263 568 1
295 39 1
201 1100 1
93 820 1
159 1028 1
293 423 1
82 597 1
276 181 1
13 823 1
217 2 1
83 660 1
189 20 1
222 796 1
146 1022 1
267 121 1
126 294 1
125 80 1
43 120 1
42 44 1
77 518 1
291 686 1
268 21 1
262 28 1
234 81 1
29 245 1
236 57 1
158 729 1
156 661 1
232 52 1
168 866 1
37 288 1
141 245 1
235 230 1
102 70 1
77 172 1
90 506 1
186 566 1
44 660 1
118 774 1
7 661 1
42 1028 1
178 433 1
77 474 1
56 1047 1
286 99 1
90 258 1
295 190 1
224 69 1
272 317 1
221 1010 1
207 318 1
234 487 1
7 648 1
87 82 1
44 449 1
306 287 1
194 172 1
94 62 1
167 659 1
108 100 1
230 304 1
54 302 1
90 22 1
286 357 1
14 269 1
92 121 1
181 405 1
65 806 1
44 443 1
244 183 1
1 265 1
270 25 1
94 572 1
286 746 1
239 272 1
216 55 1
254 121 1
178 385 1
194 23 1
268 955 1
188 143 1
276 294 1
158 1098 1
207 845 1
305 654 1
47 324 1
64 736 1
191 751 1
7 378 1
59 92 1
69 268 1
10 461 1
21 129 1
58 9 1
194 152 1
7 200 1
113 126 1
173 328 1
95 233 1
16 194 1
59 323 1
311 654 1
292 589 1
43 203 1
79 50 1
235 70 1
125 190 1
284 322 1
303 161 1
254 378 1
90 923 1
6 463 1
286 298 1
222 448 1
297 57 1
42 625 1
130 1217 1
254 357 1
244 310 1
36 748 1
256 443 1
104 285 1
21 447 1
111 301 1
18 408 1
25 222 1
110 944 1
270 98 1
68 237 1
83 215 1
89 216 1
128 317 1
305 512 1
286 175 1
279 1428 1
256 86 1
221 48 1
140 332 1
11 227 1
201 203 1
150 181 1
126 245 1
144 742 1
109 566 1
85 1065 1
213 133 1
223 11 1
215 421 1
218 208 1
174 937 1
275 186 1
268 583 1
160 462 1
195 273 1
224 178 1
99 1016 1
2 251 1
292 9 1
72 568 1
85 228 1
83 281 1
7 543 1
287 926 1
222 53 1
24 64 1
7 554 1
82 56 1
161 318 1
196 393 1
56 91 1
82 477 1
256 761 1
226 56 1
279 741 1
308 1286 1
16 8 1
180 202 1
203 93 1
145 56 1
288 305 1
84 742 1
44 644 1
17 13 1
313 117 1
148 1 1
197 347 1
21 164 1
279 982 1
239 491 1
185 287 1
297 89 1
303 68 1
73 206 1
94 216 1
239 194 1
197 511 1
280 1 1
1 117 1
60 162 1
198 258 1
239 513 1
6 69 1
233 375 1
85 642 1
110 38 1
184 522 1
201 518 1
214 131 1
296 228 1
222 87 1
279 725 1
85 433 1
239 234 1
13 72 1
194 77 1
208 663 1
109 178 1
230 172 1
313 478 1
70 1133 1
62 182 1
198 234 1
65 125 1
174 660 1
90 12 1
130 1248 1
283 432 1
275 418 1
311 98 1
195 751 1
130 105 1
286 73 1
7 623 1
56 222 1
210 204 1
239 9 1
96 87 1
249 239 1
84 121 1
275 265 1
135 1046 1
291 1178 1
70 399 1
311 9 1
301 523 1
152 685 1
244 172 1
53 281 1
244 790 1
26 125 1
151 13 1
24 191 1
271 65 1
307 634 1
294 1245 1
25 501 1
293 137 1
201 432 1
13 181 1
2 50 1
313 566 1
144 125 1
188 443 1
276 324 1
72 234 1
83 385 1
181 619 1
109 402 1
207 107 1
185 216 1
14 213 1
57 79 1
230 963 1
176 875 1
253 97 1
284 269 1
106 526 1
121 180 1
291 418 1
84 1033 1
207 58 1
194 187 1
109 97 1
283 845 1
297 275 1
78 255 1
11 425 1
308 59 1
193 1078 1
297 234 1
87 585 1
8 50 1
186 148 1
312 692 1
91 683 1
291 376 1
175 127 1
7 644 1
276 419 1
83 210 1
102 524 1
62 302 1
49 995 1
268 298 1
313 616 1
286 44 1
279 168 1
276 474 1
62 59 1
83 97 1
63 100 1
16 178 1
90 945 1
42 98 1
303 393 1
274 50 1
104 299 1
94 792 1
184 98 1
293 708 1
248 589 1
18 950 1
200 892 1
296 222 1
7 662 1
196 381 1
69 427 1
72 196 1
256 472 1
128 182 1
151 747 1
7 171 1
286 85 1
172 220 1
308 516 1
308 436 1
64 1063 1
220 298 1
21 324 1
285 269 1
207 65 1
198 658 1
220 333 1
210 70 1
143 682 1
199 221 1
297 25 1
276 78 1
299 847 1
1 47 1
164 281 1
96 673 1
291 1016 1
7 451 1
233 177 1
6 517 1
202 283 1
214 117 1
184 602 1
277 257 1
95 68 1
25 257 1
6 23 1
313 436 1
22 241 1
262 617 1
130 569 1
66 181 1
262 174 1
206 302 1
222 22 1
76 61 1
151 703 1
314 28 1
13 147 1
44 258 1
303 418 1
270 558 1
248 117 1
125 318 1
138 523 1
291 15 1
234 147 1
239 96 1
15 331 1
136 89 1
223 423 1
82 194 1
145 355 1
280 845 1
178 199 1
307 949 1
10 488 1
116 331 1
23 258 1
308 174 1
185 114 1
188 237 1
118 654 1
246 721 1
234 98 1
194 239 1
94 24 1
122 378 1
312 100 1
262 64 1
154 242 1
223 763 1
99 403 1
83 43 1
130 307 1
174 402 1
256 487 1
59 177 1
244 53 1
250 196 1
43 40 1
285 150 1
97 670 1
122 510 1
61 323 1
4 264 1
37 403 1
303 1098 1
165 372 1
176 324 1
56 869 1
44 15 1
190 117 1
29 189 1
94 174 1
130 949 1
117 181 1
19 435 1
194 191 1
158 24 1
56 447 1
262 223 1
214 137 1
92 747 1
188 96 1
58 173 1
244 154 1
134 879 1
298 625 1
254 230 1
230 138 1
16 209 1
151 835 1
145 1248 1
200 588 1
248 257 1
297 432 1
312 133 1
151 12 1
110 568 1
305 483 1
141 258 1
44 240 1
186 263 1
214 213 1
233 208 1
1 222 1
230 419 1
56 450 1
94 651 1
205 316 1
14 174 1
276 1081 1
83 929 1
268 580 1
222 1041 1
279 89 1
112 331 1
296 429 1
18 202 1
13 868 1
87 210 1
10 285 1
181 328 1
23 463 1
253 746 1
234 228 1
66 1 1
216 174 1
290 208 1
4 303 1
144 831 1
138 517 1
5 1 1
276 357 1
62 433 1
239 475 1
293 166 1
130 234 1
264 70 1
208 197 1
24 763 1
279 1162 1
101 596 1
162 1019 1
99 246 1
239 430 1
160 160 1
172 580 1
54 676 1
44 507 1
210 97 1
164 930 1
28 217 1
305 79 1
18 729 1
109 1012 1
207 25 1
109 1 1
15 222 1
58 709 1
303 693 1
152 111 1
92 241 1
77 91 1
244 662 1
131 221 1
197 302 1
227 50 1
85 282 1
295 72 1
181 1 1
277 255 1
279 96 1
1 253 1
18 182 1
276 568 1
87 177 1
213 13 1
125 134 1
128 739 1
291 428 1
25 208 1
288 272 1
271 56 1
5 363 1
274 748 1
70 419 1
151 919 1
199 268 1
201 209 1
11 740 1
59 77 1
184 277 1
222 88 1
38 161 1
104 300 1
298 1346 1
180 1119 1
121 14 1
252 277 1
303 411 1
210 527 1
234 648 1
312 573 1
308 215 1
234 1397 1
75 546 1
117 15 1
246 239 1
64 516 1
85 187 1
239 81 1
59 54 1
256 220 1
216 196 1
13 195 1
144 153 1
100 268 1
210 274 1
94 471 1
125 657 1
65 1142 1
1 113 1
76 175 1
294 508 1
263 1451 1
294 930 1
85 13 1
303 426 1
6 492 1
279 746 1
303 1109 1
184 191 1
310 116 1
313 22 1
314 1150 1
13 121 1
43 5 1
215 164 1
280 127 1
161 898 1
11 723 1
94 218 1
311 566 1
48 680 1
85 604 1
288 527 1
184 514 1
151 929 1
90 690 1
11 38 1
106 582 1
37 117 1
276 845 1
22 258 1
70 82 1
5 98 1
308 95 1
60 208 1
270 778 1
243 208 1
81 280 1
200 478 1
13 308 1
56 184 1
116 250 1
295 172 1
63 1007 1
295 235 1
156 641 1
160 430 1
237 191 1
290 132 1
45 109 1
224 678 1
277 1011 1
65 100 1
272 1101 1
116 255 1
184 86 1
285 151 1
72 28 1
271 187 1
94 211 1
246 425 1
115 8 1
176 327 1
13 396 1
95 1 1
147 904 1
151 58 1
184 660 1
311 386 1
105 268 1
158 510 1
34 312 1
72 427 1
263 416 1
94 1048 1
200 291 1
45 118 1
279 144 1
145 22 1
71 89 1
182 69 1
193 627 1
214 302 1
151 485 1
102 322 1
195 328 1
109 258 1
282 288 1
23 381 1
252 300 1
151 372 1
282 327 1
304 237 1
290 568 1
64 160 1
28 79 1
168 1278 1
265 471 1
18 113 1
83 82 1
90 499 1
234 1186 1
87 196 1
26 685 1
150 129 1
161 98 1
70 210 1
51 182 1
222 1057 1
92 176 1
204 216 1
164 685 1
57 682 1
184 207 1
60 403 1
92 180 1
43 204 1
222 1042 1
197 300 1
92 790 1
294 282 1
193 410 1
271 705 1
214 693 1
73 657 1
90 187 1
315 273 1
48 309 1
270 671 1
66 7 1
6 478 1
101 222 1
207 1046 1
144 182 1
85 83 1
102 625 1
158 770 1
297 588 1
90 507 1
271 482 1
178 276 1
90 245 1
311 143 1
267 17 1
194 647 1
59 387 1
1 227 1
116 751 1
170 292 1
110 578 1
60 1021 1
287 347 1
197 55 1
38 679 1
195 1014 1
279 227 1
84 748 1
316 98 1
25 25 1
168 274 1
103 24 1
299 588 1
194 478 1
287 294 1
234 582 1
87 9 1
49 47 1
296 855 1
44 95 1
92 216 1
135 39 1
13 66 1
262 386 1
7 676 1
116 942 1
318 474 1
269 13 1
222 1044 1
82 455 1
279 254 1
42 685 1
145 1245 1
49 625 1
313 99 1
32 290 1
308 848 1
145 448 1
130 542 1
130 806 1
249 255 1
49 581 1
195 300 1
118 475 1
130 316 1
104 293 1
201 1229 1
142 82 1
119 718 1
303 94 1
99 50 1
306 14 1
227 295 1
59 1107 1
30 539 1
262 821 1
6 508 1
311 716 1
268 364 1
262 553 1
214 275 1
16 56 1
293 132 1
62 132 1
94 346 1
13 59 1
240 313 1
291 7 1
312 28 1
31 484 1
291 70 1
56 172 1
109 588 1
59 429 1
246 1218 1
65 196 1
92 115 1
308 741 1
301 660 1
214 1129 1
158 241 1
308 493 1
32 151 1
224 191 1
215 423 1
32 1012 1
201 509 1
85 298 1
180 68 1
184 36 1
188 218 1
144 508 1
194 205 1
177 203 1
276 273 1
198 7 1
108 290 1
189 197 1
73 56 1
172 462 1
101 471 1
5 102 1
276 773 1
13 150 1
7 401 1
128 482 1
104 7 1
293 39 1
256 25 1
90 821 1
275 69 1
22 510 1
312 494 1
207 192 1
264 504 1
137 687 1
185 740 1
42 176 1
145 472 1
189 634 1
262 121 1
259 772 1
239 58 1
312 921 1
92 15 1
311 419 1
102 448 1
249 746 1
95 527 1
19 655 1
79 100 1
189 751 1
253 510 1
201 919 1
1 17 1
214 42 1
7 81 1
234 132 1
59 148 1
6 469 1
82 14 1
109 627 1
305 50 1
195 154 1
277 279 1
92 81 1
94 58 1
217 144 1
313 200 1
116 1216 1
303 433 1
117 151 1
221 327 1
46 307 1
91 28 1
151 317 1
64 176 1
116 271 1
291 1139 1
62 111 1
196 251 1
49 547 1
307 1022 1
303 176 1
286 154 1
291 501 1
235 87 1
276 157 1
135 1208 1
57 243 1
7 576 1
250 404 1
289 282 1
50 823 1
25 258 1
18 496 1
193 790 1
263 510 1
207 716 1
314 535 1
250 338 1
262 568 1
95 172 1
94 470 1
59 583 1
277 282 1
303 1286 1
271 714 1
269 235 1
210 357 1
185 199 1
235 480 1
276 939 1
308 163 1
298 252 1
44 208 1
315 13 1
215 197 1
269 9 1
42 195 1
293 79 1
246 68 1
101 405 1
92 665 1
249 88 1
60 525 1
13 331 1
271 750 1
92 731 1
254 188 1
311 203 1
263 197 1
201 660 1
279 79 1
138 496 1
209 251 1
217 7 1
261 340 1
176 258 1
303 1037 1
81 169 1
62 114 1
72 530 1
276 364 1
49 7 1
263 117 1
9 298 1
92 528 1
249 708 1
262 754 1
196 655 1
207 1436 1
276 226 1
134 313 1
311 849 1
203 148 1
247 736 1
313 745 1
311 83 1
251 1014 1
227 411 1
59 550 1
58 100 1
249 723 1
286 1316 1
11 725 1
7 228 1
92 846 1
160 56 1
103 127 1
11 110 1
87 2 1
293 605 1
291 732 1
254 575 1
49 334 1
222 1284 1
268 1 1
59 215 1
177 209 1
151 1298 1
29 332 1
30 435 1
297 182 1
315 185 1
23 172 1
321 496 1
191 754 1
106 778 1
7 151 1
178 678 1
84 12 1
94 168 1
264 33 1
239 529 1
90 657 1
261 875 1
190 302 1
112 289 1
144 106 1
199 258 1
85 501 1
301 202 1
294 127 1
130 206 1
103 121 1
267 840 1
286 231 1
5 211 1
160 117 1
6 357 1
158 72 1
297 736 1
250 244 1
58 268 1
23 1006 1
301 1228 1
307 265 1
92 24 1
137 300 1
164 117 1
276 38 1
213 294 1
286 34 1
232 197 1
150 221 1
130 731 1
1 90 1
189 1005 1
311 5 1
36 307 1
128 228 1
151 89 1
248 475 1
213 609 1
203 181 1
308 863 1
269 47 1
297 307 1
305 189 1
266 676 1
197 229 1
74 272 1
127 294 1
194 4 1
177 56 1
45 473 1
57 28 1
239 187 1
238 252 1
201 1010 1
131 1281 1
270 97 1
159 127 1
230 202 1
92 219 1
318 356 1
123 531 1
267 403 1
232 630 1
5 382 1
16 155 1
180 762 1
178 282 1
319 313 1
180 737 1
270 736 1
293 496 1
269 793 1
54 685 1
21 98 1
303 209 1
13 766 1
314 95 1
151 387 1
230 378 1
201 403 1
95 1206 1
270 370 1
256 716 1
80 582 1
303 435 1
312 121 1
62 258 1
189 1115 1
77 195 1
99 742 1
291 1028 1
83 338 1
262 179 1
253 216 1
223 596 1
108 50 1
94 347 1
267 980 1
201 1245 1
271 111 1
18 387 1
207 4 1
313 96 1
215 144 1
279 1376 1
296 248 1
270 83 1
210 161 1
201 79 1
184 181 1
275 449 1
185 269 1
276 550 1
279 1182 1
216 69 1
16 471 1
147 292 1
291 250 1
28 95 1
291 471 1
7 580 1
297 218 1
308 559 1
87 211 1
97 89 1
21 596 1
59 710 1
238 756 1
178 209 1
186 470 1
299 615 1
10 504 1
110 682 1
267 386 1
181 327 1
207 87 1
47 995 1
148 114 1
94 9 1
60 222 1
244 409 1
276 246 1
234 20 1
106 107 1
216 697 1
140 268 1
220 303 1
67 64 1
170 299 1
230 142 1
299 641 1
7 581 1
275 501 1
44 250 1
291 214 1
11 741 1
59 286 1
194 234 1
57 204 1
314 417 1
201 197 1
184 155 1
194 792 1
186 983 1
68 7 1
286 721 1
316 306 1
280 781 1
13 14 1
211 127 1
187 215 1
71 134 1
306 242 1
64 684 1
303 277 1
198 135 1
232 91 1
98 47 1
53 24 1
254 1116 1
7 106 1
12 300 1
239 10 1
238 111 1
130 267 1
90 662 1
63 20 1
40 268 1
298 152 1
42 185 1
291 578 1
148 70 1
305 187 1
184 71 1
94 556 1
158 1011 1
7 528 1
174 237 1
158 190 1
201 853 1
278 311 1
101 252 1
63 1028 1
275 520 1
275 173 1
62 1073 1
230 234 1
109 975 1
73 357 1
83 118 1
4 361 1
64 778 1
244 89 1
7 643 1
295 704 1
293 288 1
279 487 1
76 582 1
272 48 1
269 285 1
244 380 1
271 220 1
321 287 1
306 864 1
224 332 1
57 1047 1
145 591 1
52 95 1
145 260 1
208 202 1
160 187 1
141 274 1
260 990 1
177 299 1
223 969 1
26 25 1
297 1016 1
244 167 1
286 709 1
82 411 1
167 364 1
99 181 1
293 346 1
7 650 1
90 425 1
228 475 1
82 919 1
43 151 1
10 289 1
197 515 1
57 756 1
62 24 1
323 223 1
18 863 1
307 509 1
54 298 1
295 47 1
194 237 1
311 385 1
287 257 1
290 82 1
262 96 1
279 491 1
290 393 1
145 393 1
305 61 1
269 156 1
276 180 1
323 298 1
296 258 1
18 965 1
72 528 1
224 949 1
125 239 1
244 652 1
138 211 1
59 604 1
221 1059 1
42 69 1
10 340 1
219 882 1
60 604 1
63 50 1
255 448 1
311 172 1
7 582 1
7 127 1
189 203 1
59 470 1
234 161 1
226 147 1
204 340 1
13 493 1
186 281 1
6 275 1
69 300 1
259 959 1
5 62 1
181 1164 1
135 449 1
286 258 1
104 249 1
303 65 1
295 73 1
184 100 1
262 786 1
234 614 1
1 64 1
325 485 1
312 641 1
262 509 1
239 478 1
142 181 1
296 242 1
13 488 1
294 676 1
69 174 1
195 265 1
121 509 1
279 509 1
7 196 1
221 780 1
175 96 1
180 431 1
311 1222 1
44 120 1
318 257 1
320 117 1
256 939 1
310 24 1
83 139 1
280 128 1
43 52 1
18 494 1
303 87 1
91 427 1
318 631 1
275 258 1
97 482 1
174 160 1
268 470 1
94 89 1
7 44 1
158 85 1
256 765 1
221 69 1
196 67 1
232 175 1
159 685 1
99 182 1
175 71 1
326 22 1
303 291 1
270 53 1
254 418 1
11 190 1
162 181 1
117 829 1
268 52 1
320 177 1
210 380 1
151 969 1
42 684 1
207 121 1
59 70 1
26 455 1
234 705 1
270 466 1
97 484 1
11 660 1
56 797 1
305 923 1
173 286 1
67 1095 1
213 12 1
268 684 1
36 883 1
131 100 1
308 298 1
14 709 1
284 305 1
191 752 1
222 29 1
207 864 1
303 1315 1
52 1086 1
305 529 1
223 318 1
22 79 1
137 546 1
292 328 1
249 11 1
269 616 1
197 294 1
42 603 1
26 1016 1
7 560 1
193 435 1
7 559 1
299 186 1
115 127 1
59 433 1
217 22 1
279 709 1
257 345 1
279 789 1
279 919 1
63 222 1
178 73 1
90 1194 1
111 313 1
13 848 1
94 625 1
59 496 1
179 905 1
303 302 1
299 516 1
10 505 1
62 464 1
56 69 1
92 289 1
308 378 1
13 144 1
244 155 1
236 313 1
310 536 1
37 55 1
234 617 1
75 409 1
314 692 1
187 523 1
151 402 1
268 264 1
224 215 1
292 195 1
16 191 1
99 597 1
234 482 1
233 99 1
66 249 1
280 204 1
301 174 1
92 1142 1
99 410 1
97 98 1
313 673 1
58 109 1
270 781 1
189 1 1
67 147 1
234 50 1
40 880 1
294 222 1
293 629 1
7 241 1
131 750 1
296 48 1
81 3 1
151 186 1
57 926 1
234 134 1
53 174 1
280 544 1
123 135 1
109 797 1
96 479 1
236 286 1
201 313 1
174 471 1
151 15 1
90 529 1
59 12 1
3 343 1
310 845 1
4 357 1
25 615 1
59 170 1
147 305 1
314 1518 1
256 413 1
234 618 1
246 8 1
92 106 1
272 127 1
104 269 1
97 50 1
14 530 1
23 170 1
13 97 1
165 325 1
244 7 1
95 416 1
28 98 1
259 269 1
82 596 1
28 173 1
94 455 1
276 384 1
298 8 1
151 210 1
77 238 1
200 241 1
201 405 1
193 332 1
291 226 1
113 326 1
313 191 1
207 531 1
214 151 1
44 123 1
18 154 1
297 628 1
7 28 1
115 92 1
308 581 1
81 824 1
13 781 1
41 28 1
287 249 1
117 50 1
221 204 1
318 659 1
262 11 1
154 488 1
186 385 1
198 179 1
99 168 1
126 262 1
72 226 1
109 31 1
34 242 1
173 323 1
156 276 1
122 215 1
276 583 1
224 528 1
208 88 1
295 483 1
43 64 1
89 197 1
308 435 1
315 305 1
42 1041 1
164 299 1
7 153 1
125 1180 1
70 50 1
177 960 1
62 401 1
130 366 1
312 228 1
158 414 1
279 42 1
210 58 1
43 66 1
151 490 1
276 291 1
194 663 1
311 180 1
198 214 1
82 661 1
267 238 1
291 466 1
151 692 1
60 47 1
92 79 1
97 115 1
314 1218 1
5 407 1
15 685 1
99 204 1
123 192 1
47 340 1
222 135 1
58 284 1
320 294 1
268 135 1
106 692 1
287 11 1
305 186 1
6 221 1
85 647 1
128 736 1
249 124 1
280 693 1
207 827 1
60 616 1
21 184 1
286 628 1
145 183 1
311 28 1
25 228 1
76 92 1
246 406 1
201 292 1
235 647 1
286 133 1
48 174 1
144 685 1
5 24 1
85 272 1
286 7 1
151 429 1
191 301 1
287 56 1
96 153 1
125 615 1
93 15 1
84 528 1
13 167 1
213 471 1
178 234 1
128 418 1
195 496 1
13 570 1
276 843 1
54 268 1
305 347 1
14 474 1
18 58 1
263 921 1
289 849 1
194 321 1
11 746 1
298 842 1
56 215 1
38 465 1
308 165 1
214 652 1
102 300 1
7 420 1
61 328 1
307 100 1
303 182 1
145 13 1
50 253 1
194 530 1
145 1 1
222 157 1
7 188 1
109 100 1
90 631 1
7 78 1
13 685 1
82 73 1
267 423 1
99 895 1
235 1149 1
200 665 1
312 188 1
145 50 1
234 71 1
213 48 1
244 216 1
85 175 1
124 50 1
137 237 1
151 162 1
187 116 1
193 554 1
49 741 1
291 54 1
316 292 1
271 514 1
194 404 1
268 721 1
277 1197 1
301 606 1
89 1048 1
253 50 1
102 732 1
311 662 1
201 943 1
246 816 1
172 488 1
280 38 1
311 661 1
59 287 1
268 83 1
315 651 1
145 299 1
248 174 1
327 191 1
297 286 1
295 151 1
70 584 1
275 176 1
48 259 1
235 419 1
147 258 1
92 521 1
43 284 1
207 203 1
234 485 1
201 587 1
286 689 1
69 12 1
237 494 1
85 133 1
276 85 1
311 366 1
320 399 1
114 175 1
42 121 1
7 680 1
154 302 1
